source_id,title,source_owner,owner_basis,countries,country_ids,institutions,institution_ids,url,source_type,evidence_lanes,effective_evidence_lane,evidence_layers,dependent_claims,report_critical,priority,expected_check_cadence,last_checked,document_date_or_version,version_basis,local_or_registry_location,registry_ids,data_paths,used_for,current_status,review_notes
LRS-C8B6E745001052,University of Milan research report 2025,work.unimi.it,URL hostname fallback; review before publication attribution,Italy,italy,University of Milan,university-of-milan,https://work.unimi.it/filepub/bandi_finanziamento/RAR_RelazioneAteneoRicerca_VI_edizione_Ottobre2025.pdf,PDF,general-research-integrity,general-research-integrity,member_profile,member:university-of-milan:institutional-route,true,high,monthly technical check; quarterly content review,2026-07-15,year:2025,year in title or URL,,,data/leru-members.js#LERU_MEMBER_DATA[15].sourceLinks[5].url,research-integrity governance and training context,not yet technically audited by this maintenance pipeline,"Mentions research integrity, the Ethics Committee and the Code of Ethics and Research Integrity; not a case-output report."
LRS-C8D9EAFC3414A4,Law on Science,ehea.edu.az,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Azerbaijan,azerbaijan,,,https://ehea.edu.az/en/documents/25/2,Law,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:azerbaijan:source-backbone | country:azerbaijan:timeline,true,medium,quarterly when claim-active; otherwise annual,2026-04-28,14 June 2016,explicit source metadata | not recorded,data/Azerbaijan/raw documentation/source notes/Azerbaijan first-dossier sources.md | data/source-registry.csv#AZ-S010,AZ-S010,data/countries.js#COUNTRY_DATA[13].dossierDetails.sourceLinks[5].url | data/countries.js#COUNTRY_DATA[13].dossierDetails.timeline[0].sourceUrl | data/source-registry.csv#AZ-S010,Azerbaijan first expanded app dossier,not yet technically audited by this maintenance pipeline,"English law text used for scientific ethics, research coordination and the Scientific Research Coordination Council frame. | English text used for scientific ethics and research coordination frame."
LRS-C9008ED13CE013,CSB reform law published,consigliograndeegenerale.sm,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,San Marino,san-marino,,,https://www.consigliograndeegenerale.sm/on-line/home/scheda17180192.html,Bioethics law,boundary-regime | general-research-integrity,mixed-or-review,country_dossier | source_registry,,true,medium,quarterly when claim-active; otherwise annual,2026-04-28,3 March 2023 | year:2023,explicit source metadata | year in title or URL,data/San Marino/raw documentation/source notes/San Marino deep-dive sources.md | data/source-registry.csv#SM-S009,SM-S009,data/countries.js#COUNTRY_DATA[47].dossierDetails.sourceLinks[8].url | data/countries.js#COUNTRY_DATA[47].dossierDetails.timeline[2].sourceUrl | data/source-registry.csv#SM-S009,San Marino first app profile,not yet technically audited by this maintenance pipeline,Constitutive source for the CSB and biomedical-research committee route. | Used as the constitutive source for the current CSB route.
LRS-C90E731ABAAABD,University of Liechtenstein Act,gesetze.li,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Liechtenstein,liechtenstein,,,https://www.gesetze.li/konso/pdf/2005003000?version=6,PDF,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:liechtenstein:source-backbone,true,medium,quarterly when claim-active; otherwise annual,2026-04-28,25 November 2004 | year:2005,explicit source metadata | year in title or URL,data/Liechtenstein/raw documentation/source notes/Liechtenstein deep-dive sources.md | data/source-registry.csv#LI-S003,LI-S003,data/countries.js#COUNTRY_DATA[19].dossierDetails.sourceLinks[2].url | data/source-registry.csv#LI-S003,Liechtenstein first app profile,not yet technically audited by this maintenance pipeline,"Core legal source for the public university's status, self-government and research remit. | Official consolidated law PDF for the public university's legal status, self-government and research remit."
LRS-C9525EC82D63BA,Government approves the Code of Research Integrity and Ethics in Slovakia,vaia.gov.sk,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Slovakia,slovakia,,,https://vaia.gov.sk/sk/2024/09/novy-kodex-vyskumnej-integrity,code or standard,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:slovakia:source-backbone | country:slovakia:system-allocation | country:slovakia:timeline,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,20 September 2024 | 28 August 2024 | year:2024,explicit source metadata | year in title or URL,data/Slovakia/raw documentation/source notes/Slovakia deep-dive sources.md | data/source-registry.csv#SK-S003,SK-S003,data/countries.js#COUNTRY_DATA[22].dossierDetails.networkLayers[0].actors[0].documents[1].url | data/countries.js#COUNTRY_DATA[22].dossierDetails.sourceLinks[3].url | data/countries.js#COUNTRY_DATA[22].dossierDetails.timeline[3].sourceUrl | data/source-registry.csv#SK-S003,Slovakia deep dossier,not yet technically audited by this maintenance pipeline,Public explanation of the newly approved code. | Public explanation of the newly approved national code.
LRS-C96F3192047F3C,EOF April-July 2024 positive-opinion announcement,old.eof.gr,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Greece,greece,,,https://old.eof.gr/web/guest/eed%3Bjsessionid%3D4011bb3f123148a0c454ed9f4102?_62_INSTANCE_x2AD_articleId=9028579&_62_INSTANCE_x2AD_groupId=12225&_62_INSTANCE_x2AD_struts_action=%2Fjournal_articles%2Fview&_62_INSTANCE_x2AD_version=1.0&p_p_col_count=3&p_p_col_id=column-1&p_p_col_pos=2&p_p_id=62_INSTANCE_x2AD&p_p_lifecycle=0&p_p_mode=view&p_p_state=maximized,decision/output archive,boundary-regime | supporting-unclassified,boundary-regime,country_dossier | source_registry,country:greece:boundary-regimes,true,medium,quarterly when claim-active; otherwise annual,2026-04-29,22 July 2024 | year:2024,explicit source metadata | year in title or URL,data/Greece/raw documentation/source notes/Greece deep-dive sources.md | data/source-registry.csv#GR-S036,GR-S036,data/countries.js#COUNTRY_DATA[30].dossierDetails.timeline[11].sourceUrl | data/source-registry.csv#GR-S036,Greece committee and case-file pilot,not yet technically audited by this maintenance pipeline,"Announcement reporting four meetings, 108 initial clinical-trial applications, 300 amendment applications and linked positive-opinion table."
LRS-C9783D0E8B0237,UL 28 June 2024 authorship decision,lu.lv,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Latvia,latvia,,,https://www.lu.lv/par-mums/akademiskas-etikas-komisija/28062024-par-autoribu,decision/output archive,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry | transparency_layer,country:latvia:public-output | country:latvia:source-backbone | transparency:latvia:publication-model,true,high,monthly technical check; quarterly content review,2026-04-30,year:2024,year in title or URL,data/Latvia/raw documentation/source notes/Latvia deep-dive sources.md | data/source-registry.csv#LV-S021,LV-S021,data/countries.js#COUNTRY_DATA[16].dossierDetails.sourceLinks[26].url | data/countries.js#COUNTRY_DATA[16].transparency.resources[4].url | data/source-registry.csv#LV-S021 | data/transparency.js#TRANSPARENCY_DATA[17].resources[4].url,Latvia UL full-text classification follow-up | Research publication integrity and plagiarism-reference route,not yet technically audited by this maintenance pipeline,Core research/publication-integrity row from the UL full-text classification: substantial academic-integrity breach in a faculty member book due to incomplete reference practice. | Core research/publication-integrity row: anonymized Academic Ethics Commission decision finding a substantial academic-integrity breach in a faculty member book because accepted reference practice was not fully observed. | Second core research/publication-integrity example in the UL stream.
LRS-C99A6D56C5E713,Clinical Research Law 21/2014,diariodarepublica.pt,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Portugal,portugal,,,https://diariodarepublica.pt/dr/detalhe/lei/21-2014-25344024,Clinical research law,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:portugal:institutional-routes | country:portugal:source-backbone | country:portugal:system-allocation | country:portugal:timeline,true,medium,quarterly when claim-active; otherwise annual,2026-04-29,2014 | year:2014,explicit source metadata | year in title or URL,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md | data/source-registry.csv#PT-S010,PT-S010,data/countries.js#COUNTRY_DATA[8].dossierDetails.integrityCommittees.groups[1].committees[0].documents[1].url | data/countries.js#COUNTRY_DATA[8].dossierDetails.networkLayers[2].actors[0].documents[1].url | data/countries.js#COUNTRY_DATA[8].dossierDetails.sourceLinks[11].url | data/countries.js#COUNTRY_DATA[8].dossierDetails.timeline[4].sourceUrl | data/source-registry.csv#PT-S010,Portugal review and relabel,not yet technically audited by this maintenance pipeline,Core Portuguese clinical research law.
LRS-C9EF9368599F83,Saint Petersburg State University,spbu.ru,URL hostname fallback from source registry; review before publication attribution,Russia,,,,https://spbu.ru/openuniversity/documents/kodeks-universanta,Website,supporting-unclassified,supporting-unclassified,source_registry,,false,supporting,annual or on demand,2026-04-17,,not recorded,data/Russia/Overview Russia.docx | data/source-registry.csv#OV-RU-011,OV-RU-011,data/source-registry.csv#OV-RU-011,Overview country extraction,not yet technically audited by this maintenance pipeline,Embedded hyperlink in country overview document used for app extraction.
LRS-CA13B5669891B6,Experimental-animal rulebook,fmpvs.gov.ba,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Bosnia and Herzegovina,bosnia-and-herzegovina,,,https://www.fmpvs.gov.ba/wp-content/uploads/2017/Veterinarstvo/Veterinarstvo-pravilnici/39vet-prav4610.pdf,PDF,boundary-regime | general-research-integrity,mixed-or-review,country_dossier | source_registry,,true,medium,quarterly when claim-active; otherwise annual,2026-04-24,year:2017,year in title or URL,data/Bosnia and Herzegovina/raw documentation/source notes/Bosnia and Herzegovina deep-dive sources.md | data/source-registry.csv#BA-S013,BA-S013,data/countries.js#COUNTRY_DATA[40].dossierDetails.integrityCommittees.groups[3].committees[4].links[1].url | data/countries.js#COUNTRY_DATA[40].dossierDetails.networkLayers[3].actors[3].documents[1].url | data/countries.js#COUNTRY_DATA[40].dossierDetails.sourceLinks[46].url | data/source-registry.csv#BA-S013,Animal-experiment reporting and approval route | Bosnia and Herzegovina committee-and-case-file pilot,not yet technically audited by this maintenance pipeline,Requires animal experiments to be reported to the Veterinary Office and project-specific approval to be sought; no public experiment-authorisation archive located.
LRS-CA3EFC29D5C1F7,CYQAA quality policy statement,dipae.ac.cy,URL hostname fallback; review before publication attribution,Cyprus,cyprus,,,https://dipae.ac.cy/index.php/en/cyqaa-en/quality-policy-statement-en,Official page,general-research-integrity,general-research-integrity,country_dossier,country:cyprus:source-backbone,true,medium,quarterly when claim-active; otherwise annual,2026-04-24,,not recorded,,,data/countries.js#COUNTRY_DATA[37].dossierDetails.sourceLinks[21].url,"Integrity, transparency and agency QA",not yet technically audited by this maintenance pipeline,
LRS-CA636DC6A39F35,KNAW research integrity theme,knaw.nl,URL hostname fallback; review before publication attribution,Netherlands,netherlands,,,https://www.knaw.nl/en/themes/research-integrity,National theme page,general-research-integrity,general-research-integrity,country_dossier,country:netherlands:system-allocation,true,medium,quarterly when claim-active; otherwise annual,2026-05-29,,not recorded,,,data/countries.js#COUNTRY_DATA[0].dossierDetails.networkLayers[0].actors[0].documents[0].url,,not yet technically audited by this maintenance pipeline,"Frames research integrity, the code lineage and institutional duties of care."
LRS-CA9194CA4A719E,Council for Scientific Research Activity page,gov.me,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Montenegro,montenegro,,,https://www.gov.me/mps/savjeti-za-oblasti-obrazovanja-nauke-i-inovacija/savjet-za-naucnoistrazivacku-djelatnost,Ministry page,general-research-integrity,general-research-integrity,country_dossier | source_registry,country:montenegro:institutional-routes | country:montenegro:source-backbone | country:montenegro:system-allocation,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,,not recorded,data/Montenegro/raw documentation/source notes/Montenegro deep-dive sources.md | data/source-registry.csv#ME-S006,ME-S006,data/countries.js#COUNTRY_DATA[46].dossierDetails.integrityCommittees.groups[0].committees[1].links[0].url | data/countries.js#COUNTRY_DATA[46].dossierDetails.networkLayers[0].actors[2].documents[0].url | data/countries.js#COUNTRY_DATA[46].dossierDetails.sourceLinks[4].url | data/source-registry.csv#ME-S006,Montenegro deep dossier,not yet technically audited by this maintenance pipeline,"National advisory body for the research-system lane. | Shows composition logic, term and current meetings. | Visible research-governance advisory route."
LRS-CA97451A62692D,Integrity advisor page,nkfih.gov.hu,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Hungary,hungary,,,https://nkfih.gov.hu/english-2017/organisation/integrity-advisor,Official NKFIH page,general-research-integrity,general-research-integrity,country_dossier | source_registry,country:hungary:institutional-routes | country:hungary:source-backbone | country:hungary:system-allocation,true,medium,quarterly when claim-active; otherwise annual,2026-04-24,year:2017,year in title or URL,data/Hungary/raw documentation/source notes/Hungary deep-dive sources.md | data/source-registry.csv#HU-S009,HU-S009,data/countries.js#COUNTRY_DATA[31].dossierDetails.integrityCommittees.groups[0].committees[2].links[1].url | data/countries.js#COUNTRY_DATA[31].dossierDetails.networkLayers[1].actors[2].documents[1].url | data/countries.js#COUNTRY_DATA[31].dossierDetails.sourceLinks[12].url | data/source-registry.csv#HU-S009,Hungary deep dossier,not yet technically audited by this maintenance pipeline,Used to show that NKFIH exposes an integrity-support function within the national policy layer.
LRS-CAC3C740487795,First Danish Code of Conduct for Research Integrity published,ufm.dk,URL hostname fallback; review before publication attribution,Denmark,denmark,,,https://ufm.dk/en/publications/2014/the-danish-code-of-conduct-for-research-integrity,code or standard,general-research-integrity,general-research-integrity,country_dossier,country:denmark:timeline,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,5 November 2014,explicit source metadata,,,data/countries.js#COUNTRY_DATA[1].dossierDetails.timeline[1].sourceUrl,,not yet technically audited by this maintenance pipeline,
LRS-CB465237BB3FC9,AIP decisions page,aip.rks-gov.net,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Kosovo,kosovo,,,https://aip.rks-gov.net/en/decisions,decision/output archive,boundary-regime,boundary-regime,country_dossier | source_registry | transparency_layer,country:kosovo:boundary-regimes | transparency:kosovo:boundary-review,true,high,monthly technical check; quarterly content review,2026-04-26,,not recorded,data/Kosovo/raw documentation/source notes/Kosovo deep-dive sources.md | data/source-registry.csv#XK-S011,XK-S011,data/countries.js#COUNTRY_DATA[36].dossierDetails.sourceLinks[35].url | data/source-registry.csv#XK-S011 | data/transparency.js#TRANSPARENCY_DATA[16].resources[4].url,Data protection decision publication boundary | Kosovo committee-and-case-file pilot | Personal data and access-to-documents route,not yet technically audited by this maintenance pipeline,"Boundary decision-publication page for personal-data/access-to-documents route; useful transparency infrastructure but not a research-misconduct route. | Privacy/access transparency, not research-misconduct handling."
LRS-CB5E82EE27072B,ENRIO Ireland country report,enrio.eu,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Ireland,ireland,,,https://www.enrio.eu/country-reports/ireland,ENRIO country report,general-research-integrity,general-research-integrity,country_dossier | source_registry | transparency_layer,country:ireland:institutional-routes | country:ireland:public-output | country:ireland:source-backbone | transparency:ireland:publication-model,true,high,monthly technical check; quarterly content review,2026-04-30,Last update March 2024,explicit source metadata | not recorded,data/Ireland/raw documentation/source notes/Ireland deep-dive sources.md | data/source-registry.csv#IE-S044,IE-S044,data/countries.js#COUNTRY_DATA[7].dossierDetails.integrityCommittees.groups[0].committees[0].documents[3].url | data/countries.js#COUNTRY_DATA[7].dossierDetails.sourceLinks[2].url | data/countries.js#COUNTRY_DATA[7].transparency.resources[3].url | data/source-registry.csv#IE-S044 | data/transparency.js#TRANSPARENCY_DATA[14].resources[3].url,"Ireland quality-consolidation pass | National structure, NRIF status, RPO responsibility and public statistics | NRIF status, RPO responsibility and annual statistics",not yet technically audited by this maintenance pipeline,"Confirms that NRIF is an advisory/support platform and that RPOs are responsible for handling misconduct cases. | Secondary cross-check confirming that NRIF is advisory/supportive and that RPOs handle misconduct cases. | Secondary cross-check for the Irish forum-and-RPO model. | Secondary ENRIO cross-check confirming NRIF is advisory/supportive and RPOs handle misconduct cases. | Useful cross-check, but primary Irish sources remain IUA/NRIF, funder and institutional pages."
LRS-CB6892FF13237B,BfArM clinical trials,bfarm.de,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Germany,germany,,,https://www.bfarm.de/EN/Medicinal-products/Clinical-trials/_node.html,Authority page,boundary-regime,boundary-regime,country_dossier | source_registry,country:germany:boundary-regimes,true,medium,quarterly when claim-active; otherwise annual,2026-04-29,,not recorded,data/Germany/raw documentation/source notes/Germany deep-dive sources.md | data/source-registry.csv#DE-S030,DE-S030,data/countries.js#COUNTRY_DATA[29].dossierDetails.integrityCommittees.groups[3].committees[0].links[0].url | data/countries.js#COUNTRY_DATA[29].dossierDetails.networkLayers[4].actors[0].documents[0].url | data/countries.js#COUNTRY_DATA[29].dossierDetails.sourceLinks[49].url | data/source-registry.csv#DE-S030,Germany deep dossier,not yet technically audited by this maintenance pipeline,Main clinical-trial authority source showing the authority-plus-ethics approval model. | Shows authority and ethics-committee dual approval.
LRS-CB697AA17BFA75,AUEB ethics and good practice page,aueb.gr,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Greece,greece,,,https://www.aueb.gr/en/content/ethics-and-good-practice,Official university page,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:greece:institutional-routes | country:greece:source-backbone | country:greece:system-allocation,true,medium,quarterly when claim-active; otherwise annual,2026-04-29,,not recorded,data/Greece/raw documentation/source notes/Greece deep-dive sources.md | data/source-registry.csv#GR-S015,GR-S015,data/countries.js#COUNTRY_DATA[30].dossierDetails.integrityCommittees.groups[1].committees[4].links[0].url | data/countries.js#COUNTRY_DATA[30].dossierDetails.networkLayers[2].actors[4].documents[0].url | data/countries.js#COUNTRY_DATA[30].dossierDetails.sourceLinks[21].url | data/source-registry.csv#GR-S015,Greece deep dossier,not yet technically audited by this maintenance pipeline,Main public committee route at AUEB.
LRS-CB890EF774C01C,FWF academic integrity page,fwf.ac.at,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Austria,austria,,,https://www.fwf.ac.at/en/about-us/what-we-do/academic-integrity,Funder publication hub,general-research-integrity,general-research-integrity,country_dossier | source_registry,country:austria:institutional-routes | country:austria:public-output | country:austria:source-backbone | country:austria:system-allocation,true,medium,quarterly when claim-active; otherwise annual,2026-04-30,,not recorded,data/Austria/raw documentation/source notes/Austria deep-dive sources.md | data/source-registry.csv#AT-S013,AT-S013,data/countries.js#COUNTRY_DATA[25].dossierDetails.integrityCommittees.groups[1].committees[0].links[1].url | data/countries.js#COUNTRY_DATA[25].dossierDetails.networkLayers[1].actors[2].documents[0].url | data/countries.js#COUNTRY_DATA[25].dossierDetails.sourceLinks[18].url | data/countries.js#COUNTRY_DATA[25].transparency.resources[3].url | data/source-registry.csv#AT-S013,Austria deep dossier | National funder layer,not yet technically audited by this maintenance pipeline,Public hub for the Austrian funder-integrity route and annual publication practice. | Public hub for the Austrian funder-integrity route. | Useful complement because Austrian transparency is not confined to OeAWI.
LRS-CBA49747F47CDD,Lund University good research practice,staff.lu.se,URL hostname fallback; review before publication attribution,Sweden,sweden,Lund University,lund-university,https://www.staff.lu.se/compliance/good-research-practice,official,general-research-integrity,general-research-integrity,member_profile,member:lund-university:institutional-route,true,high,monthly technical check; quarterly content review,2026-07-15,,not recorded,,,data/leru-members.js#LERU_MEMBER_DATA[14].sourceLinks[0].url,local deviations route,not yet technically audited by this maintenance pipeline,Supports the split between national misconduct and local handling of other deviations.
LRS-CBB83E93859D3C,University of Crete legislation page,en.elke.uoc.gr,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Greece,greece,,,https://en.elke.uoc.gr/aboutus/legislation,Official university page,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:greece:source-backbone | country:greece:system-allocation,true,medium,quarterly when claim-active; otherwise annual,2026-04-29,,not recorded,data/Greece/raw documentation/source notes/Greece deep-dive sources.md | data/source-registry.csv#GR-S014,GR-S014,data/countries.js#COUNTRY_DATA[30].dossierDetails.networkLayers[2].actors[3].documents[1].url | data/countries.js#COUNTRY_DATA[30].dossierDetails.sourceLinks[20].url | data/source-registry.csv#GR-S014,Greece deep dossier,not yet technically audited by this maintenance pipeline,Used to support the institutional legal and procedural backbone for the UOC route.
LRS-CBED6EAD08A33B,Council Office,scientific-integrity.ch,URL hostname fallback; review before publication attribution,Switzerland,switzerland,,,https://scientific-integrity.ch/organisation/council-office,Official page,general-research-integrity,general-research-integrity,country_dossier,country:switzerland:institutional-routes,true,medium,quarterly when claim-active; otherwise annual,2026-04-30,,not recorded,,,data/countries.js#COUNTRY_DATA[34].dossierDetails.integrityCommittees.groups[0].committees[3].links[3].url,,not yet technically audited by this maintenance pipeline,
LRS-CBF490A45AFE11,Tuba,tuba.gov.tr,URL hostname fallback from source registry; review before publication attribution,Turkey,,,,https://www.tuba.gov.tr/tr/yayinlar/suresiz-yayinlar/raporlar/tuba-bilimsel-arastirmada-etik-ve-sorunlari-1,Website,supporting-unclassified,supporting-unclassified,source_registry,,false,supporting,annual or on demand,2026-04-17,,not recorded,data/source-registry.csv#OV-TR-012 | data/Turkey/Overview Turkey.docx,OV-TR-012,data/source-registry.csv#OV-TR-012,Overview country extraction,not yet technically audited by this maintenance pipeline,Embedded hyperlink in country overview document used for app extraction.
LRS-CC10E38F8727BF,ASCAL mission and activity,mail.ascal.al,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Albania,albania,,,https://mail.ascal.al/en/about-us/mission-and-activity,Quality assurance,general-research-integrity,general-research-integrity,country_dossier | source_registry,country:albania:source-backbone | country:albania:timeline,true,medium,quarterly when claim-active; otherwise annual,2026-04-26,15 February 2017,explicit source metadata | not recorded,data/Albania/raw documentation/source notes/initial extraction notes.md | data/source-registry.csv#AL-S001 | data/source-registry.csv#AL-S022,AL-S001 | AL-S022,data/countries.js#COUNTRY_DATA[10].dossierDetails.sourceLinks[4].url | data/countries.js#COUNTRY_DATA[10].dossierDetails.timeline[2].sourceUrl | data/source-registry.csv#AL-S001 | data/source-registry.csv#AL-S022,Albania expanded overview and committee-route pass | Initial source map,not yet technically audited by this maintenance pipeline,"Updated use of existing ASCAL source for QA classification and legal basis under DCM No. 109 and Law No. 80/2015. | Used to classify ASCAL as external QA and not as a misconduct body. | Used to identify ASCAL role, legal basis, and higher-education quality-assurance function."
LRS-CC4BD459AC8926,Annual Report 2024 research misconduct,ufsn.dk,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Denmark,denmark,,,https://ufsn.dk/media/wgbfidbg/arsberetning-2024-web-090525.pdf,PDF,general-research-integrity,general-research-integrity,country_dossier | source_registry,country:denmark:institutional-routes | country:denmark:public-output | country:denmark:source-backbone,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,12 May 2025 | year:2024,explicit source metadata | year in title or URL,data/Denmark/raw documentation/source notes/Denmark deep-dive sources.md | data/source-registry.csv#DK-S004,DK-S004,data/countries.js#COUNTRY_DATA[1].dossierDetails.integrityCommittees.groups[0].committees[0].links[4].url | data/countries.js#COUNTRY_DATA[1].dossierDetails.sourceLinks[7].url | data/countries.js#COUNTRY_DATA[1].transparency.resources[2].url | data/source-registry.csv#DK-S004,Denmark committee and case-file pilot | National misconduct lane,not yet technically audited by this maintenance pipeline,Best annual practice source for the direct national misconduct lane. | Reports 2024 board practice and visible referrals of possible QRP issues to institutions. | Used to capture 2024 misconduct decisions and visible referrals of possible QRP matters back to institutions.
LRS-CC5B80BDAE0C16,Ufficio di Stato Brevetti e Marchi,gov.sm,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,San Marino,san-marino,,,https://www.gov.sm/pub2/GovSM/Dipartimenti/Dipartimento-Sviluppo-Economico/Ufficio-di-Stato-Brevetti-e-Marchi.html,IP authority page,boundary-regime | general-research-integrity,mixed-or-review,country_dossier | source_registry,country:san-marino:boundary-regimes,true,medium,quarterly when claim-active; otherwise annual,2026-04-28,,not recorded,data/San Marino/raw documentation/source notes/San Marino deep-dive sources.md | data/source-registry.csv#SM-S019,SM-S019,data/countries.js#COUNTRY_DATA[47].dossierDetails.integrityCommittees.groups[2].committees[1].links[1].url | data/countries.js#COUNTRY_DATA[47].dossierDetails.sourceLinks[18].url | data/source-registry.csv#SM-S019,San Marino first app profile,not yet technically audited by this maintenance pipeline,"Used for patents, trademarks and designs boundary route."
LRS-CC6934229B1FFB,Mevzuat,mevzuat.gov.tr,URL hostname fallback from source registry; review before publication attribution,Turkey,,,,https://www.mevzuat.gov.tr/MevzuatMetin/yonetmelik/8.5.31390.pdf,PDF,supporting-unclassified,supporting-unclassified,source_registry,,false,supporting,annual or on demand,2026-04-17,,not recorded,data/source-registry.csv#OV-TR-007 | data/Turkey/Overview Turkey.docx,OV-TR-007,data/source-registry.csv#OV-TR-007,Overview country extraction,not yet technically audited by this maintenance pipeline,Embedded hyperlink in country overview document used for app extraction.
LRS-CCB07201557F76,Constitution article 33,normattiva.it,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Italy,italy,,,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:costituzione~art33=,Constitutional baseline,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:italy:source-backbone | country:italy:system-allocation | country:italy:timeline,true,medium,quarterly when claim-active; otherwise annual,2026-07-16,1 January 1948 | Current text in force,explicit source metadata | not recorded,data/Italy/raw documentation/source notes/Italy deep-dive sources.md | data/source-registry.csv#IT-S001,IT-S001,data/countries.js#COUNTRY_DATA[32].dossierDetails.networkLayers[0].actors[0].documents[0].url | data/countries.js#COUNTRY_DATA[32].dossierDetails.sourceLinks[1].url | data/countries.js#COUNTRY_DATA[32].dossierDetails.timeline[0].sourceUrl | data/source-registry.csv#IT-S001,Italy deep dossier,not yet technically audited by this maintenance pipeline,Constitutional baseline for freedom of science and university autonomy. | Constitutional freedom of science and university autonomy.
LRS-CCC387928894FF,Responsible Conduct of Research / RI guidance portal,tenk.fi,URL hostname fallback; review before publication attribution,Finland,finland,,,https://tenk.fi/en/research-misconduct/responsible-conduct-research-rcr,Guideline portal,general-research-integrity,general-research-integrity,country_dossier,country:finland:institutional-routes | country:finland:source-backbone | country:finland:system-allocation,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,year:2023,not recorded | year in title or URL,,,data/countries.js#COUNTRY_DATA[2].dossierDetails.integrityCommittees.groups[0].committees[0].documents[0].url | data/countries.js#COUNTRY_DATA[2].dossierDetails.integrityCommittees.groups[0].committees[1].documents[1].url | data/countries.js#COUNTRY_DATA[2].dossierDetails.networkLayers[0].actors[0].documents[1].url | data/countries.js#COUNTRY_DATA[2].dossierDetails.sourceLinks[1].url,,not yet technically audited by this maintenance pipeline,"Links the 2023 RI guideline, commitment list, notification form and implementation checklist. | TENK explicitly directs notifications to the leader of the organisation concerned, not to TENK."
LRS-CCC4AD28E2E368,RIF annual reports,research.org.cy,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Cyprus,cyprus,,,https://www.research.org.cy/en/rif/the-foundation,annual report,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:cyprus:institutional-routes | country:cyprus:source-backbone | country:cyprus:system-allocation,true,medium,quarterly when claim-active; otherwise annual,2026-04-24,,not recorded,data/Cyprus/Overview Cyprus.docx | data/Cyprus/raw documentation/source notes/Cyprus deep-dive sources.md | data/source-registry.csv#CY-S012 | data/source-registry.csv#OV-CY-019,CY-S012 | OV-CY-019,data/countries.js#COUNTRY_DATA[37].dossierDetails.integrityCommittees.groups[3].committees[1].links[2].url | data/countries.js#COUNTRY_DATA[37].dossierDetails.networkLayers[2].actors[1].documents[2].url | data/countries.js#COUNTRY_DATA[37].dossierDetails.sourceLinks[29].url | data/source-registry.csv#CY-S012 | data/source-registry.csv#OV-CY-019,Cyprus committee-and-case-file pilot | Funder annual reporting through 2024 | Overview country extraction,not yet technically audited by this maintenance pipeline,Embedded hyperlink in country overview document used for app extraction. | Funder annual reports through 2024 found; useful accountability lane but no misconduct case-reporting route located.
