source_id,country,title,url,source_type,raw_documentation_category,accessed,used_for,stored_in,notes
UK-S027,United Kingdom,Queen's University Belfast annual statements,https://www.qub.ac.uk/Research/Governance-ethics-and-integrity/Research-integrity/AnnualStatements/,Website,institutional procedures,2026-04-23,United Kingdom overview reconciliation,data/United Kingdom/raw documentation/source notes/United Kingdom deep-dive sources.md,"Annual statements of compliance visible from 2013-2014 onward."
UK-S028,United Kingdom,HRA UK Policy Framework for Health and Social Care Research,https://www.hra.nhs.uk/planning-and-improving-research/policies-standards-legislation/uk-policy-framework-health-social-care-research/uk-policy-framework-health-and-social-care-research/,Website,ethics and boundary regimes,2026-04-23,United Kingdom overview reconciliation,data/United Kingdom/raw documentation/source notes/United Kingdom deep-dive sources.md,"UK-wide health and social-care research governance framework; boundary route rather than general misconduct case archive."
UK-S029,United Kingdom,HRA Research Ethics Service and Research Ethics Committees,https://www.hra.nhs.uk/about-us/committees-and-services/res-and-recs/,Website,ethics and boundary regimes,2026-04-23,United Kingdom overview reconciliation,data/United Kingdom/raw documentation/source notes/United Kingdom deep-dive sources.md,"Research Ethics Service and REC system source for the health-research ethics boundary."
UK-S030,United Kingdom,HRA cross-border research toolkit,https://www.hra.nhs.uk/about-us/news-updates/new-toolkit-support-research-carried-out-across-borders-uk/,Website,ethics and boundary regimes,2026-04-23,United Kingdom overview reconciliation,data/United Kingdom/raw documentation/source notes/United Kingdom deep-dive sources.md,"Four-nation health-research set-up source covering England, Scotland, Wales and Northern Ireland differences."
UK-S031,United Kingdom,Research and testing using animals: licences and compliance,https://www.gov.uk/guidance/research-and-testing-using-animals,Website,ethics and boundary regimes,2026-04-23,United Kingdom overview reconciliation,data/United Kingdom/raw documentation/source notes/United Kingdom deep-dive sources.md,"Official ASPA licensing and ASRU compliance source; also confirms the separate Northern Ireland Department of Health licensing route."
UK-S032,United Kingdom,Concordat on Openness on Animal Research in the UK,https://concordatopenness.org.uk/,Website,ethics and boundary regimes,2026-04-23,United Kingdom overview reconciliation,data/United Kingdom/raw documentation/source notes/United Kingdom deep-dive sources.md,"Voluntary animal-research transparency concordat and signatory list; openness boundary layer rather than misconduct adjudication."
UK-S033,United Kingdom,UKRIO Embracing AI with integrity,https://ukrio.org/ukrio-resources/embracing-ai-with-integrity/,Website,national policies and guidelines,2026-04-23,United Kingdom overview reconciliation,data/United Kingdom/raw documentation/source notes/United Kingdom deep-dive sources.md,"UKRIO guidance for AI-related integrity risks, useful as an emerging-technology boundary source."
DE-S039,Germany,DFG press releases on scientific misconduct,https://wissenschaftliche-integritaet.de/pressemitteilungen-wiss-fehlverhaltens/,Website,transparency and case publication,2026-04-23,Germany committee and case-file pilot,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Stable funder case-publication list for DFG scientific-misconduct press releases over the last ten years; strongest public case lane found but not a national archive."
DE-S040,Germany,DFG press release 08/2026,https://www.dfg.de/de/aktuelles/neuigkeiten-themen/pressemitteilungen/2026/pressemitteilung-nr-08,Website,transparency and case publication,2026-04-23,Germany committee and case-file pilot,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Current DFG sanction example: anonymized idea-theft case with written reprimand and two-year DFG proposal ban."
DE-S041,Germany,DFG press release 20/2025,https://www.dfg.de/en/service/press/press-releases/2025/press-release-no-20,Website,transparency and case publication,2026-04-23,Germany committee and case-file pilot,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Named DFG sanction example involving image manipulation, written reprimands and a one-year proposal ban for one respondent."
DE-S042,Germany,DFG incident reporting platform,https://www.bkms-system.com/bkwebanon/report/clientInfo?c=-1&cin=WrdG4P&language=eng,Website,research integrity offices and bodies,2026-04-23,Germany committee and case-file pilot,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Confidential DFG intake route for potential misconduct reports; not a public case database."
DE-S043,Germany,Freie Universitat Berlin procedure for suspected misconduct,https://www.fu-berlin.de/sites/gwp/informationen/verfahren/index.html,Website,institutional procedures,2026-04-23,Germany committee and case-file pilot,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Institutional route showing faculty ombudspersons, central ombudspersons, KowIn and Investigation Commission."
DE-S044,Germany,Freie Universitat Berlin GWP annual report 2025,https://refubium.fu-berlin.de/bitstream/handle/fub188/51748/Jahresbericht_GWP_2025_FUB.pdf?isAllowed=y&sequence=1,PDF,reports and monitoring,2026-04-23,Germany committee and case-file pilot,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Strong institutional annual-report source with aggregate tables by suspected misconduct category, faculty and career stage."
DE-S045,Germany,Berlin higher education shared ombuds office,https://www.fu-berlin.de/presse/informationen/fup/2025/fup_25_058-berliner-hochschulen-ombudstelle/index.html,Website,research integrity offices and bodies,2026-04-23,Germany committee and case-file pilot,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Shared institutional route that can examine suspected misconduct when a participating institution cannot do so itself; no public case archive."
DE-S046,Germany,Gottingen Ombudsstelle annual report 2022,https://www.uni-goettingen.de/de/document/download/3ba377e4018c26c9fdd656f5703f69fa.pdf/Jahresbericht%20Ombudsstelle_2022_final.pdf,PDF,reports and monitoring,2026-04-23,Germany committee and case-file pilot,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Representative institutional ombuds annual report with narrative and category-level transparency rather than full decisions."
DE-S047,Germany,University of Bonn good scientific practice,https://www.uni-bonn.de/de/forschung-lehre/qualitaetssicherung/gute-wissenschaftliche-praxis-in-der-forschung,Website,institutional procedures,2026-04-23,Germany committee and case-file pilot,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Institutional procedure page showing ombudsperson, preliminary review and Investigation Commission route; case files are confidential."
DE-S048,Germany,Fraunhofer IZM principles of good scientific practice,https://www.izm.fraunhofer.de/en/institut/principles-of-good-scientific-practice.html,Website,institutional procedures,2026-04-23,Germany committee and case-file pilot,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Representative Fraunhofer institute-level ombuds route for internal and external integrity concerns; no public case archive."
FR-S026,France,CNRS MIS reports,https://mis.cnrs.fr/rapports/,Website,transparency and case publication,2026-04-23,France committee and case-file pilot,data/France/raw documentation/source notes/France deep-dive sources.md,"Selective CNRS-scope public reports and recommendations; strongest file-level France lane found but not a national archive."
FR-S027,France,Sorbonne Universite 2025 integrity annual report,https://www.sorbonne-universite.fr/sites/default/files/media/2025-12/integrite_scientifique_rapport_activite_2025.pdf,PDF,reports and monitoring,2026-04-23,France committee and case-file pilot,data/France/raw documentation/source notes/France deep-dive sources.md,"Representative institutional annual-report lane with RIS committee ambassador-network and signalement activity evidence."
FR-S028,France,Ofis July 2025 recommendations PDF,https://www.ofis-france.fr/wp-content/uploads/2025/10/RecommandationsJuillet2025_Ofis.pdf,PDF,research integrity offices and bodies,2026-04-23,France committee and case-file pilot,data/France/raw documentation/source notes/France deep-dive sources.md,"Procedure recommendation source introducing the Inadis national opinion route and follow-up/public-information expectations."
FR-S029,France,Ofis recommendations article,https://www.ofis-france.fr/recommandations-relatives-a-la-procedure-de-traitement-des-manquements-a-lintegrite-scientifique/,Website,research integrity offices and bodies,2026-04-23,France committee and case-file pilot,data/France/raw documentation/source notes/France deep-dive sources.md,"Announcement page for the 21 July 2025 recommendations; useful for dating the procedure and transparency update."
FR-S030,France,Academie des sciences scientific integrity working group,https://www.academie-sciences.fr/les-groupes-de-travail-de-lacademie-des-sciences,Website,research integrity offices and bodies,2026-04-23,France committee and case-file pilot,data/France/raw documentation/source notes/France deep-dive sources.md,"Official Academie source for the scientific-integrity working group and the proposal for a national re-examination body."
SK-S026,Slovakia,NKVIE 2025 annual report,https://vaia.gov.sk/wp-content/uploads/2026/04/Vyrocna-sprava-NKVIE_2025.pdf,PDF,reports and monitoring,2026-04-23,Slovakia committee and case-file pilot,data/Slovakia/raw documentation/source notes/Slovakia deep-dive sources.md,"First annual-report backbone for national submission themes, aggregate case visibility and recommendations on publishing anonymized institutional minutes and opinions."
SK-S027,Slovakia,Information from the sixth meeting of NKVIE,https://vaia.gov.sk/wp-content/uploads/2026/04/Informacia-zo-6.-zasadnutia-Narodnej-komisie-pre-vyskumnu-integritu-a-etiku.pdf,PDF,reports and monitoring,2026-04-23,Slovakia committee and case-file pilot,data/Slovakia/raw documentation/source notes/Slovakia deep-dive sources.md,"Shows discussion of annual-report publication and draft information on closed submissions; useful watch source for future national publication practice."
SK-S028,Slovakia,UPJS minutes 23 March 2026,https://www.upjs.sk/app/uploads/2026/04/Zapis-EK-23.03.2026.pdf,PDF,transparency and case publication,2026-04-23,Slovakia committee and case-file pilot,data/Slovakia/raw documentation/source notes/Slovakia deep-dive sources.md,"Representative institutional minutes and statement file showing a Slovak micro-publication node."
SK-S029,Slovakia,STU ethics committee opinions,https://www.stuba.sk/sk/stu/akademicke-a-samospravne-organy/eticka-komisia-stu/stanoviska-ek-stu.html?month=1&page_id=14371&year=2025,Website,transparency and case publication,2026-04-23,Slovakia committee and case-file pilot,data/Slovakia/raw documentation/source notes/Slovakia deep-dive sources.md,"Opinion list proving that STU publishes complaint outputs."
SK-S030,Slovakia,STU opinion on complaint 2/2024,https://www.stuba.sk/buxus/docs/stu/pracoviska/rektorat/odd_veda_vyskum/Eticka_komisia_/Stanovisko_EKSTU_2_2024_2025-9-17.pdf,PDF,transparency and case publication,2026-04-23,Slovakia committee and case-file pilot,data/Slovakia/raw documentation/source notes/Slovakia deep-dive sources.md,"Representative complaint opinion showing scope boundaries and a finding on publication-ethics-related claims."
MD-S001,Moldova,ANACEC Governing Board decisions,https://anacec.md/en/content/governing-board,Website,transparency and case publication,2026-04-23,Moldova committee and case-file pilot,data/Moldova/raw documentation/source notes/Moldova deep-dive sources.md,"Stable dated decision hub mixing doctoral, title-confirmation, appeal and quality-assurance outputs; strongest national publication lane found for Moldova."
MD-S002,Moldova,ANACEC note rejecting confirmation of doctorate in law,https://anacec.md/files/D10_07.07.2023_Nota.PDF,PDF,transparency and case publication,2026-04-23,Moldova committee and case-file pilot,data/Moldova/raw documentation/source notes/Moldova deep-dive sources.md,"Representative named ANACEC case note showing thesis-specific reasoning and publication-integrity objections in a title-confirmation refusal."
MD-S003,Moldova,ANACEC annex rejecting economics doctorate decision,https://anacec.md/files/1.O.%20Decizii%2016.05.2025/D9_ANEXA_CC_16.05.2025_Invalidare-Dr-SD-economie.pdf,PDF,transparency and case publication,2026-04-23,Moldova committee and case-file pilot,data/Moldova/raw documentation/source notes/Moldova deep-dive sources.md,"Representative named ANACEC annex showing recent title-confirmation refusal practice and expert-review objections."
MD-S004,Moldova,Ethics and Management Council document hub,https://mec.gov.md/ro/content/consiliului-de-etica-si-management-0,Website,research integrity offices and bodies,2026-04-23,Moldova committee and case-file pilot,data/Moldova/raw documentation/source notes/Moldova deep-dive sources.md,"Official ministry page for the council regulation, composition orders and archive traces; no public decision archive identified in this pass."
MD-S005,Moldova,2025 education-sector anticorruption implementation report,https://mec.gov.md/sites/default/files/raport_privind_implementarea_in_anul_2025_a_planului_sectorial_anticoruptie_in_domeniul_educatiei_aprobat_prin_ordinul_ministrului_educatiei_si_cercetarii_nr._658_din_07.05.2025._1_2.pdf,PDF,reports and monitoring,2026-04-23,Moldova committee and case-file pilot,data/Moldova/raw documentation/source notes/Moldova deep-dive sources.md,"Aggregate ministry reporting confirming that the Ethics and Management Council examined 3 submissions in 2025; useful for coding activity visibility without a decision archive."
ME-S031,Montenegro,Ethics Charter,https://www.gov.me/clanak/eticka-povelja,Website,codes of conduct,2026-04-23,Montenegro committee and case-file pilot,data/Montenegro/raw documentation/source notes/Montenegro deep-dive sources.md,"Direct national charter source adopted under the Law on Academic Integrity; closes a source gap from the earlier Montenegro draft."
ME-S032,Montenegro,Archived 2020 Ethics Committee decisions,https://www.gov.me/clanak/223606--odluke-etickog-komiteta,Website,transparency and case publication,2026-04-23,Montenegro committee and case-file pilot,data/Montenegro/raw documentation/source notes/Montenegro deep-dive sources.md,"Archived official decisions page showing early public case output and continuity beyond the current committee page."
ME-S033,Montenegro,VI session of the Ethics Committee,https://www.gov.me/clanak/vi-sjednica-etickog-komiteta,Website,transparency and case publication,2026-04-23,Montenegro committee and case-file pilot,data/Montenegro/raw documentation/source notes/Montenegro deep-dive sources.md,"Representative national session page reporting a finding of autoplagiarism and linking decision material."
ME-S034,Montenegro,XIII session of the Ethics Committee,https://www.gov.me/clanak/xiii-sjednica-etickog-komiteta,Website,transparency and case publication,2026-04-23,Montenegro committee and case-file pilot,data/Montenegro/raw documentation/source notes/Montenegro deep-dive sources.md,"Current session page showing complaint lifecycle, rejection reasoning and institutional-boundary signals."
ME-S035,Montenegro,University of Montenegro Ethics Board page,https://www.ucg.ac.me/objava/blog/3/objava/50-eticki-odbor,Website,institutional procedures,2026-04-23,Montenegro committee and case-file pilot,data/Montenegro/raw documentation/source notes/Montenegro deep-dive sources.md,"Official institutional committee page showing the local ethics-board route and composition."
ME-S036,Montenegro,Mediterranean University Ethics Code,https://unimediteran.net/wp-content/uploads/2022/11/ETICKI_KODEKS_UM_nov2022.pdf,PDF,institutional procedures,2026-04-23,Montenegro committee and case-file pilot,data/Montenegro/raw documentation/source notes/Montenegro deep-dive sources.md,"Private-university ethics code showing public statements, Bulletin publication and media publication as local sanction-publicity routes."
ME-S037,Montenegro,University of Donja Gorica Ethics Code,https://integritet.udg.edu.me/storage/documents/etickikodeksudg21670496457-1678796241.pdf,PDF,institutional procedures,2026-04-23,Montenegro committee and case-file pilot,data/Montenegro/raw documentation/source notes/Montenegro deep-dive sources.md,"Institutional ethics code requiring annual reports, records of imposed measures and public website publication at UDG."
PL-S034,Poland,PAN 2023 activity report,https://journals.pan.pl/Content/131963/PDF/N%23224-11-G%C3%B3rski.pdf,PDF,transparency and case publication,2026-04-23,Poland committee and case-file pilot,data/Poland/raw documentation/source notes/Poland deep-dive sources.md,"Aggregate national case-report source showing 17 matters handled in 2023, categories of alleged breaches and anonymized examples."
PL-S035,Poland,PAN plenary meeting 15 April 2024,https://pan.pl/posiedzenie-plenarne-komisji-do-spraw-etyki-w-nauce-15-kwietnia-2024-roku/,Website,transparency and case publication,2026-04-23,Poland committee and case-file pilot,data/Poland/raw documentation/source notes/Poland deep-dive sources.md,"Official plenary note summarizing suspected plagiarism, rector-discipline and clinical-trial related matters; useful as anonymized case-trace evidence."
PL-S036,Poland,PAN plenary meeting 17 June 2024,https://pan.pl/en/posiedzenie-plenarne-komisji-do-spraw-etyki-w-nauce-w-dniu-17-czerwca-2024-roku/,Website,transparency and case publication,2026-04-23,Poland committee and case-file pilot,data/Poland/raw documentation/source notes/Poland deep-dive sources.md,"Official plenary note showing appointed adjudicating panels, adopted opinions and revisited anonymized matters."
PL-S037,Poland,PAN statements and opinions archive,https://pan.pl/baza-wiedzy/stanowiska-i-opinie-komitetow-problemowych-pan/,Website,transparency and case publication,2026-04-23,Poland committee and case-file pilot,data/Poland/raw documentation/source notes/Poland deep-dive sources.md,"Stable public hub for PAN statements and opinions, useful for continuity and publication-lane mapping."
PL-S038,Poland,Ministerial disciplinary commission,https://www.gov.pl/web/nauka/komisja-dyscyplinarna-przy-ministrze-wlasciwym-do-spraw-szkolnictwa-wyzszego-i-nauki,Website,research integrity offices and bodies,2026-04-23,Poland committee and case-file pilot,data/Poland/raw documentation/source notes/Poland deep-dive sources.md,"Current ministry page for the disciplinary commission for 2025-2028; useful for route mapping even though no public decision archive was found."
PL-S039,Poland,Ministerial disciplinary ombuds,https://www.gov.pl/web/nauka/rzecznicy-dyscyplinarni-ministra,Website,research integrity offices and bodies,2026-04-23,Poland committee and case-file pilot,data/Poland/raw documentation/source notes/Poland deep-dive sources.md,"Official page for minister-appointed disciplinary ombuds who conduct explanatory proceedings in specified categories of cases."
PL-S040,Poland,Research-institute second-instance disciplinary commission,https://www.gov.pl/web/nauka/komisja-dyscyplinarna-ii-instancji-ds-pracownikow-naukowych-i-badawczo-technicznych-w-instytutach-badawczych-przy-ministrze-nauki,Website,research integrity offices and bodies,2026-04-23,Poland committee and case-file pilot,data/Poland/raw documentation/source notes/Poland deep-dive sources.md,"Official page for the second-instance disciplinary route for research-institute scientific and technical staff."
PL-S041,Poland,RGNiSW disciplinary commission page,https://rgnisw.nauka.gov.pl/komisja-dyscyplinarna/,Website,research integrity offices and bodies,2026-04-23,Poland committee and case-file pilot,data/Poland/raw documentation/source notes/Poland deep-dive sources.md,"Appeal-route page clarifying jurisdiction and explicitly noting the special procedural status of PAN opinions."
PL-S042,Poland,University of Warsaw disciplinary communication,https://www.uw.edu.pl/komunikat-dotyczacy-orzeczenia-komisji-dyscyplinarnej/,Website,transparency and case publication,2026-04-23,Poland committee and case-file pilot,data/Poland/raw documentation/source notes/Poland deep-dive sources.md,"Representative institutional micro-publication node with a case-specific notice and appeal update."
PL-S043,Poland,Institute of Psychology PAN ethics committee page,https://psych.pan.pl/nauka/komisja-ds-etyki-badan-naukowych-ip-pan/,Website,institutional procedures,2026-04-23,Poland committee and case-file pilot,data/Poland/raw documentation/source notes/Poland deep-dive sources.md,"Representative PAN-institute ethics-committee route with named members, contact details and application form."
GR-S029,Greece,NKUA EHDE term activity report,https://hub.uoa.gr/apologismos-thiteias-tis-epitropis-ithikis-kai-deontologias-tis-erevnas-tou-panepistimiou-athinon/,Website,transparency and case publication,2026-04-23,Greece committee and case-file pilot,data/Greece/raw documentation/source notes/Greece deep-dive sources.md,"Aggregate institutional activity-report source showing 71 meetings and 213 decisions for 2018 to 23 January 2025; no individual case files."
GR-S030,Greece,University of Macedonia EHDE page,https://www.uom.gr/ethics,Website,institutional procedures,2026-04-23,Greece committee and case-file pilot,data/Greece/raw documentation/source notes/Greece deep-dive sources.md,"Official institutional route confirming research-integrity and ethics remit plus training and guidance role."
GR-S031,Greece,University of Macedonia EHDE triennial report,https://www.uom.gr/11825-epitroph-hthikhs-kai-deontologias-ths-ereynas-apologismos-trietias-2019-2022,Website,transparency and case publication,2026-04-23,Greece committee and case-file pilot,data/Greece/raw documentation/source notes/Greece deep-dive sources.md,"Public 2019-2022 activity-report hub approved at the committee's 20th meeting; aggregate activity trace rather than decision archive."
GR-S032,Greece,University of Thessaly EHDE competences page,https://ehde.uth.gr/%CE%91%CF%81%CE%BC%CE%BF%CE%B4%CE%B9%CF%8C%CF%84%CE%B7%CF%84%CE%B5%CF%82,Website,institutional procedures,2026-04-23,Greece committee and case-file pilot,data/Greece/raw documentation/source notes/Greece deep-dive sources.md,"Procedure source for complaint-triggered review, project monitoring, suspension recommendations and binding decisions."
GR-S033,Greece,Hellenic Mediterranean University EHDE competences page,https://ehde.hmu.gr/armodiotites/,Website,institutional procedures,2026-04-23,Greece committee and case-file pilot,data/Greece/raw documentation/source notes/Greece deep-dive sources.md,"Procedure-only route with fifteen-day complaint decision rule, ten-day request-for-treatment path and explicit clinical-study boundary."
GR-S034,Greece,University of Crete ethics page,https://www.uoc.gr/en/research-en/ethics/,Website,institutional procedures,2026-04-23,Greece committee and case-file pilot,data/Greece/raw documentation/source notes/Greece deep-dive sources.md,"Official page distinguishing UoC REC from the standing University Ethics Committee and breach-investigation role."
GR-S035,Greece,Old EOF National Ethics Committee archive,https://old.eof.gr/web/guest/eed,Website,transparency and case publication,2026-04-23,Greece committee and case-file pilot,data/Greece/raw documentation/source notes/Greece deep-dive sources.md,"Clinical-trial ethics opinion and notice archive with positive-opinion announcements and linked tables; boundary lane not general misconduct."
GR-S036,Greece,EOF April-July 2024 positive-opinion announcement,https://old.eof.gr/web/guest/eed%3Bjsessionid%3D4011bb3f123148a0c454ed9f4102?_62_INSTANCE_x2AD_articleId=9028579&_62_INSTANCE_x2AD_groupId=12225&_62_INSTANCE_x2AD_struts_action=%2Fjournal_articles%2Fview&_62_INSTANCE_x2AD_version=1.0&p_p_col_count=3&p_p_col_id=column-1&p_p_col_pos=2&p_p_id=62_INSTANCE_x2AD&p_p_lifecycle=0&p_p_mode=view&p_p_state=maximized,Website,transparency and case publication,2026-04-23,Greece committee and case-file pilot,data/Greece/raw documentation/source notes/Greece deep-dive sources.md,"Announcement reporting four meetings, 108 initial clinical-trial applications, 300 amendment applications and linked positive-opinion table."
GR-S037,Greece,EOF April-July 2024 positive-opinion table,https://old.eof.gr/c/document_library/get_file?groupId=12225&uuid=d21eb517-6296-43f8-9962-55fbf1392def,PDF,transparency and case publication,2026-04-23,Greece committee and case-file pilot,data/Greece/raw documentation/source notes/Greece deep-dive sources.md,"Representative boundary case-list PDF with EED codes and EU CT or EudraCT identifiers for approved clinical-trial applications and amendments."
GR-S038,Greece,EOF clinical-trials and GCP inspections page,https://www.eof.gr/%CE%BA%CE%BB%CE%B9%CE%BD%CE%B9%CE%BA%CE%AD%CF%82-%CE%B4%CE%BF%CE%BA%CE%B9%CE%BC%CE%AD%CF%82/,Website,ethics and boundary regimes,2026-04-23,Greece committee and case-file pilot,data/Greece/raw documentation/source notes/Greece deep-dive sources.md,"Boundary procedure source for complaint-triggered GCP inspections and initial/final inspection reports shared through regulated parties rather than public archive."
GR-S039,Greece,EOF ACT EU Trial Map announcement,https://www.eof.gr/en/%CE%B5%CE%BD%CE%B5%CF%81%CE%B3%CE%BF%CF%80%CE%BF%CE%B9%CE%B7%CF%83%CE%B7-%CF%87%CE%B1%CF%81%CF%84%CE%B7-%CE%BA%CE%BB%CE%B9%CE%BD%CE%B9%CE%BA%CF%89%CE%BD-%CE%B4%CE%BF%CE%BA%CE%B9%CE%BC%CF%89%CE%BD/,Website,ethics and boundary regimes,2026-04-23,Greece committee and case-file pilot,data/Greece/raw documentation/source notes/Greece deep-dive sources.md,"CTIS public map source showing search by region and medical condition for ongoing clinical trials; boundary registry not misconduct archive."
GR-S040,Greece,EOF Part II assessment-report transition notice,https://www.eof.gr/en/%CE%B1%CE%BD%CF%84%CE%B9%CE%BA%CE%B1%CF%84%CE%AC%CF%83%CF%84%CE%B1%CF%83%CE%B7-%CE%B5%CE%BD%CF%84%CF%8D%CF%80%CE%BF%CF%85-%CE%B3%CE%BD%CF%89%CE%BC%CE%BF%CE%B4%CF%8C%CF%84%CE%B7%CF%83%CE%B7%CF%82/,Website,ethics and boundary regimes,2026-04-23,Greece committee and case-file pilot,data/Greece/raw documentation/source notes/Greece deep-dive sources.md,"Publication-lifecycle source explaining that the official final Part II outcome is now the Part II Assessment Report posted in CTIS."
EE-S022,Estonia,University of Tartu Research Ethics Committee,https://ut.ee/en/node/113848,Website,institutional procedures,2026-04-23,Estonia committee and case-file pilot,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Current UT institutional ethics route after the 1 January 2026 transition."
EE-S023,Estonia,University of Tartu issued approvals 2025,https://ut.ee/et/media/79762/download?attachment,PDF,transparency and case publication,2026-04-23,Estonia committee and case-file pilot,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Representative UT approval-list PDF from the 2014-2025 issued-approval archive; ethics approval lane rather than misconduct decisions."
EE-S024,Estonia,TAI Human Research Ethics Committee 2025 decisions,https://www.tai.ee/sites/default/files/2026-01/tai_inimuuringute_eetikakomitee_otsused_2025.docx,DOCX,transparency and case publication,2026-04-23,Estonia committee and case-file pilot,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Representative TAI decision list with register numbers, project titles, responsible researchers/institutions and TAIEK decision numbers/dates."
EE-S025,Estonia,Estonian Academy of Music and Theatre Research Ethics Committee,https://eamt.ee/teadus/teaduseetika-komisjon/,Website,institutional procedures,2026-04-23,Estonia committee and case-file pilot,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Institutional committee route created in 2010 with current composition and ETAG referral for high-risk or large-grant studies; no public decision list found."
EE-S026,Estonia,Estonian Literary Museum Ethics Committee statute,https://www.kirmus.ee/sites/default/files/2025-11/EKM%20Eetikakomitee%20statuut.pdf,PDF,institutional procedures,2026-04-23,Estonia committee and case-file pilot,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Official 2025 statute and composition source for a continuing institutional research-ethics and collection-use committee; no public decision archive found."
EE-S027,Estonia,Estonian Bioethics and Human Research Council ministry page,https://www.sm.ee/eesti-bioeetika-ja-inimuuringute-noukogu,Website,ethics and boundary regimes,2026-04-23,Estonia committee and case-file pilot,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Official EBIN route, final-meeting/transition source and annual-report/form hub for Human Genes and health-information-system approvals."
EE-S028,Estonia,EBIN annual report 2020,https://www.sm.ee/sites/default/files/documents/2022-06/Eesti%20bioeetika%20ja%20inimuuringute%20n%C3%B5ukogu%20aastaaruanne%202020.pdf,PDF,reports and monitoring,2026-04-23,Estonia committee and case-file pilot,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Representative EBIN annual-report file with application and decision context for the human-genes and health-data boundary route."
EE-S029,Estonia,Human Genes Research Act,https://www.riigiteataja.ee/en/eli/ee/Riigikogu/act/516032026011/consolide,Website,law references,2026-04-23,Estonia committee and case-file pilot,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Official legal anchor for the biobank and Human Genes route and the 1 April 2026 transition into the ETAG Research Ethics Committee framework."
EE-S030,Estonia,Estonian Biobank,https://genomics.ut.ee/en/content/estonian-biobank,Website,ethics and boundary regimes,2026-04-23,Estonia committee and case-file pilot,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Official biobank route requiring EBIN assessment and, for certain biosample work outside Estonia, University of Tartu Senate permission."
EE-S031,Estonia,Data Protection Inspectorate research personal-data page,https://www.aki.ee/isikuandmed/andmetootlejale/isikuandmed-uuringutes,Website,open science and data,2026-04-23,Estonia committee and case-file pilot,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Official AKI guidance on when research using personal data requires ethics committee or Inspectorate approval."
EE-S032,Estonia,Data Protection Inspectorate annual-report chapter on research data,https://aastaraamat.aki.ee/aastaraamat-2021-2022-tervis/isikuandmed-teadusuuringutes,Website,reports and monitoring,2026-04-23,Estonia committee and case-file pilot,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Boundary aggregate source noting policy-study application volumes and common transparency problems in research-data applications."
EE-S033,Estonia,Ravimiamet Clinical Trials Regulation,https://www.ravimiamet.ee/en/medicines/clinical-trials/clinical-trials-regulation,Website,ethics and boundary regimes,2026-04-23,Estonia committee and case-file pilot,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Clinical-trial boundary source linking Estonian procedure to CTIS public database and interactive map."
EE-S034,Estonia,Agriculture and Food Board animal experiments and welfare,https://pta.agri.ee/loomkatsed-ja-katseloomade-heaolu,Website,ethics and boundary regimes,2026-04-23,Estonia committee and case-file pilot,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Estonian animal-research route with 2026 committee schedule plus EU statistics and non-technical summary database links."
TR-S031,Turkey,TUBITAK UBYT 2026 procedure,https://tubitak.gov.tr/sites/default/files/2026-02/79_YK_islenmis_hali_UBYT_usul_esaslari.pdf,PDF,funder requirements,2026-04-24,Turkey committee and case-file pilot,data/Turkey/raw documentation/source notes/Turkey deep-dive sources.md,"Publication-incentive procedure linking suspected ethics breaches and retractions to AYEK review and repayment consequences; not a public case archive."
TR-S032,Turkey,Necmettin Erbakan University ethics review and precedent hub,https://erbakan.edu.tr/tr/birim/hukuk-musavirligi/sayfa/etik-kurul-inceleme-islemleri-emsal-mahkeme-kararlari-ve-yonergeler,Website,institutional procedures,2026-04-24,Turkey committee and case-file pilot,data/Turkey/raw documentation/source notes/Turkey deep-dive sources.md,"Official legal-office hub with ethics-review examples, local and YOK directives, and precedent court-decision files; a micro-publication source rather than a live case archive."
